snapped_at,price,market_cap,total_volume
2020-08-14 00:00:00 UTC,15.372107881166139,0.0,762184.8300905444
2020-08-15 00:00:00 UTC,11.098252145801236,5940563.053718344,25022924.77542766
2020-08-16 00:00:00 UTC,6.81745437700473,41630574.274827115,155037476.6800498
2020-08-17 00:00:00 UTC,5.797371514549021,44794053.7963943,71821858.84172975
2020-08-18 00:00:00 UTC,4.361293235935836,46840611.63811858,86120516.31300251
2020-08-19 00:00:00 UTC,3.5932797061560944,44275668.52350846,78858181.74113157
2020-08-20 00:00:00 UTC,3.897011656809106,36788884.76007124,111048100.53172652
2020-08-21 00:00:00 UTC,3.856624534253476,40900867.48710023,60370314.67278366
2020-08-22 00:00:00 UTC,3.22054378139265,38951582.14510654,52852148.186553776
2020-08-23 00:00:00 UTC,3.070244936766333,40667175.96933411,35355625.665719956
2020-08-24 00:00:00 UTC,2.675577639306899,38363470.200451285,29082090.966391515
2020-08-25 00:00:00 UTC,2.883041799563356,52751620.9817723,53988196.749105185
2020-08-26 00:00:00 UTC,2.8713088895949537,54907134.54647974,69187311.47338821
2020-08-27 00:00:00 UTC,3.638839138694363,77637789.37054637,128881820.00287758
2020-08-28 00:00:00 UTC,3.372152604168745,76188310.67287979,131258583.24980019
2020-08-29 00:00:00 UTC,3.5253878029430408,80228087.14784808,78335579.78489663
2020-08-30 00:00:00 UTC,3.114181097550142,74149348.78240336,77418243.48871629
2020-08-31 00:00:00 UTC,3.561222385143079,87349019.09286463,122451590.36850303
2020-09-01 00:00:00 UTC,4.2786697359671235,110420256.10295033,137684182.84729487
2020-09-02 00:00:00 UTC,5.442919545973741,159531783.5038674,417153537.36231095
2020-09-03 00:00:00 UTC,4.379681763158318,131025408.22490095,238361349.85481545
2020-09-04 00:00:00 UTC,2.938884727337787,91118553.72497492,182594915.2096478
2020-09-05 00:00:00 UTC,2.8888777874239575,100216428.98177099,126410658.08361354
2020-09-06 00:00:00 UTC,1.8971189142845633,66271232.77453038,106354650.55811064
2020-09-07 00:00:00 UTC,2.1675576108630454,79932331.56647798,121878714.53823785
2020-09-08 00:00:00 UTC,2.089280428143461,77339803.16994514,80001370.61937323
2020-09-09 00:00:00 UTC,1.842982964084058,73821252.94603421,58742924.876223676
2020-09-10 00:00:00 UTC,1.9666417397771954,81126920.56255049,79225663.29612717
2020-09-11 00:00:00 UTC,1.9616299344739132,83000780.6338245,89914525.3059276
2020-09-12 00:00:00 UTC,1.90031070407018,85532702.996547,74042950.53842232
2020-09-13 00:00:00 UTC,2.069418696151444,94473620.48591365,107339493.00094612
2020-09-14 00:00:00 UTC,1.908104601878919,89617543.31037937,87449397.21690361
2020-09-15 00:00:00 UTC,1.8413094601114162,87435893.58449799,59739902.93911181
2020-09-16 00:00:00 UTC,1.4086023796572775,70998917.54935807,65058596.82582447
2020-09-17 00:00:00 UTC,1.2872052760150907,66223534.6157905,73286345.86067696
2020-09-18 00:00:00 UTC,1.327112169483192,69710029.94600278,58110930.25379123
2020-09-19 00:00:00 UTC,1.2540068075125592,69192047.98727213,86382862.97981066
2020-09-20 00:00:00 UTC,1.4824253885976832,82092467.28421783,134545915.7108473
2020-09-21 00:00:00 UTC,1.3612811589484686,76331140.27722546,137332532.33479095
2020-09-22 00:00:00 UTC,1.103994423597656,62924273.481992885,109368286.07664354
2020-09-23 00:00:00 UTC,1.0765786394625256,63588318.995958425,65216636.2779937
2020-09-24 00:00:00 UTC,0.8868021886486478,53670905.19454834,52132941.23269387
2020-09-25 00:00:00 UTC,0.9926799383553297,60039853.12621696,46814118.501056425
2020-09-26 00:00:00 UTC,0.9707729121307858,60958744.100026995,61851919.711659685
2020-09-27 00:00:00 UTC,1.1148665007964185,70668958.84098735,75019133.64388986
2020-09-28 00:00:00 UTC,1.0375966483190577,66213331.75867991,64133528.353771836
2020-09-29 00:00:00 UTC,1.0049665880382586,64894489.95899538,54733618.52694035
2020-09-30 00:00:00 UTC,0.9489870337842393,63727790.95487212,40262618.750636525
2020-10-01 00:00:00 UTC,0.9462620604431676,64506604.81579068,37747206.82458573
2020-10-02 00:00:00 UTC,0.8642540140816396,59611825.04820584,46535393.17813313
2020-10-03 00:00:00 UTC,0.7625371667545962,54213110.89212689,49222438.69584022
2020-10-04 00:00:00 UTC,0.7628594827775792,54756059.60828987,37932637.79133793
2020-10-05 00:00:00 UTC,0.6980990450398532,51403390.07770329,39058595.70186202
2020-10-06 00:00:00 UTC,0.6302535839980867,46496561.130261905,46828497.415135056
2020-10-07 00:00:00 UTC,0.506160668959514,39406374.106964335,51284036.145220704
2020-10-08 00:00:00 UTC,0.5218554017564769,41062086.60687744,57182571.47840831
2020-10-09 00:00:00 UTC,0.5535589907544259,43939017.22572509,53235816.6066712
2020-10-10 00:00:00 UTC,0.6285305752527417,51430317.54328442,59221388.798822
2020-10-11 00:00:00 UTC,0.5576790244936048,45837450.58593787,40789733.52972278
2020-10-12 00:00:00 UTC,0.5592856292366106,46426073.83345302,31310513.974598072
2020-10-13 00:00:00 UTC,0.5702847419824588,47987191.56356613,29745132.56215601
2020-10-14 00:00:00 UTC,0.5454908239241394,47504936.218014695,23822222.271145504
2020-10-15 00:00:00 UTC,0.5064081917145135,44484356.66745618,40228581.45501377
2020-10-16 00:00:00 UTC,0.4969614552077919,44628556.81741601,23814239.584046464
2020-10-17 00:00:00 UTC,0.429753469501331,40525999.77063319,28069120.31989543
2020-10-18 00:00:00 UTC,0.4374042743876636,41167719.30112859,23857587.12849831
2020-10-19 00:00:00 UTC,0.45658920309333834,44075475.3691973,19520044.72056072
2020-10-20 00:00:00 UTC,0.41361995723897327,40310699.5091555,24165730.16683976
2020-10-21 00:00:00 UTC,0.35977730637621136,36269281.82320652,27583529.166018665
2020-10-22 00:00:00 UTC,0.3799933659549835,38074811.050715424,24813546.16554355
2020-10-23 00:00:00 UTC,0.4080761624739565,40891632.99560061,25585181.889237624
2020-10-24 00:00:00 UTC,0.37781283126551307,38069036.6851532,20071018.748451605
2020-10-25 00:00:00 UTC,0.3743729324508039,37727107.363731794,24678957.67057129
2020-10-26 00:00:00 UTC,0.3375322563839597,34425995.750018865,19538035.042394266
2020-10-27 00:00:00 UTC,0.40979585103456156,42056570.61010746,53712860.51203817
2020-10-28 00:00:00 UTC,0.6427959376591811,62829401.14514552,127956129.58834447
2020-10-29 00:00:00 UTC,0.4925634047844378,51082028.714181684,75601528.00127234
2020-10-30 00:00:00 UTC,0.44387615369227545,46388646.28137562,50093430.30112126
2020-10-31 00:00:00 UTC,0.3944214565242612,41175171.49502256,38496336.34043306
2020-11-01 00:00:00 UTC,0.416531189693215,43508746.71159239,28467418.4513115
2020-11-02 00:00:00 UTC,0.40098459252806745,42153505.143327385,18750016.796977818
2020-11-03 00:00:00 UTC,0.3609961311154639,38650564.882773064,21478798.72229736
2020-11-04 00:00:00 UTC,0.3563276094423439,39034369.795144364,19478367.53562119
2020-11-05 00:00:00 UTC,0.3425305379073603,36793892.68425592,16656483.069287103
2020-11-06 00:00:00 UTC,0.362875931515096,39110338.114314176,23277831.765911747
2020-11-07 00:00:00 UTC,0.43585567431245664,47984280.503793634,30397279.656510312
2020-11-08 00:00:00 UTC,0.4273563121726544,47571612.62322028,57190118.885905065
2020-11-09 00:00:00 UTC,0.47107410359886115,52954813.825814046,33154509.907961942
2020-11-10 00:00:00 UTC,0.4504499688091467,50998840.22052225,32479308.666509602
2020-11-11 00:00:00 UTC,0.5630742812167949,63238765.73716631,55816300.11048092
2020-11-12 00:00:00 UTC,0.544661032145169,62920002.06300845,86135810.25614496
2020-11-13 00:00:00 UTC,0.5573938287239806,64410376.20396558,43991930.39799959
2020-11-14 00:00:00 UTC,0.6903686445811651,82307520.19255525,73297946.25532794
2020-11-15 00:00:00 UTC,0.7135946170999261,85720498.29879436,94510085.12470609
2020-11-16 00:00:00 UTC,0.7721612299449275,92598770.54888934,118471535.30522676
2020-11-17 00:00:00 UTC,0.8261555427421067,100226884.63871755,89801348.59869912
2020-11-18 00:00:00 UTC,0.8797632222710057,108658438.26611082,96006536.1913188
2020-11-19 00:00:00 UTC,0.762087831565329,96045999.3044143,95681166.8450353
2020-11-20 00:00:00 UTC,0.8013468216290424,101967769.68232465,85474953.81034565
2020-11-21 00:00:00 UTC,0.8549202479219141,109568995.86683634,114848965.10421482
2020-11-22 00:00:00 UTC,0.8551769571171843,110340196.32753581,99324787.26190092
2020-11-23 00:00:00 UTC,0.7513259969845079,98316271.53877667,104386518.71492602
2020-11-24 00:00:00 UTC,0.7385213363105725,97472631.64727445,66649398.01849794
2020-11-25 00:00:00 UTC,0.6864113807137218,91003007.7267832,81245047.15350398
2020-11-26 00:00:00 UTC,0.6506695917672431,86750096.8756321,70677192.68765807
2020-11-27 00:00:00 UTC,0.5902889245332084,77180259.53761463,93681874.3507635
2020-11-28 00:00:00 UTC,0.6391645750008262,85453989.0203023,78257642.70528492
2020-11-29 00:00:00 UTC,0.6099627903110516,81885740.50588349,44216084.06219062
2020-11-30 00:00:00 UTC,0.6566721629181671,88535440.4501523,52212457.07396213
2020-12-01 00:00:00 UTC,0.6726614690506095,92016442.34440449,55250528.00087885
2020-12-02 00:00:00 UTC,0.6818967836722599,93893680.38440622,87846608.62607685
2020-12-03 00:00:00 UTC,0.8036698928971876,111737685.12743255,103589949.27050146
2020-12-04 00:00:00 UTC,0.8317552494208227,116064813.80014442,82556914.14992358
2020-12-05 00:00:00 UTC,0.687856450544113,96029093.99557757,72485047.25039755
2020-12-06 00:00:00 UTC,0.740169104824227,104162313.50097091,55534501.57161914
2020-12-07 00:00:00 UTC,0.7031959663531613,99560290.08595766,42602241.781100854
2020-12-08 00:00:00 UTC,0.7079423383654805,101277242.35773124,46808152.49525576
2020-12-09 00:00:00 UTC,0.6056883475958207,87545418.21708389,59227862.55275031
2020-12-10 00:00:00 UTC,0.6341219965579571,91394909.78338864,50519891.97360916
2020-12-11 00:00:00 UTC,0.6018472159978147,87471613.94987355,34883824.60411872
2020-12-12 00:00:00 UTC,0.5613092311512714,82274533.98073898,39111499.85619423
2020-12-13 00:00:00 UTC,0.5921039332283902,89274564.14817367,31817854.068944994
2020-12-14 00:00:00 UTC,0.6152610023410526,92826077.29738648,37874379.13411986
2020-12-15 00:00:00 UTC,0.637993351632875,98483961.25386684,35327501.161175214
2020-12-16 00:00:00 UTC,0.629843830800515,97654784.8992564,42946697.34806182
2020-12-17 00:00:00 UTC,0.6483088343157647,99823780.35434628,44557469.30673491
2020-12-18 00:00:00 UTC,0.6547571379093629,102420227.0876203,64095685.45688276
2020-12-19 00:00:00 UTC,0.6447789759009138,102157693.40896913,36710442.087033965
2020-12-20 00:00:00 UTC,0.6649243895851726,107105717.61412191,43109884.871909395
2020-12-21 00:00:00 UTC,0.6147264150164485,100337553.28820014,40272539.05947931
2020-12-22 00:00:00 UTC,0.560902879340757,92107892.94847427,44388970.84009865
2020-12-23 00:00:00 UTC,0.5595782895129647,91675236.07668847,46760531.60446068
2020-12-24 00:00:00 UTC,0.4202634808721991,71496526.46565002,57610151.63409923
2020-12-25 00:00:00 UTC,0.4780972808016365,79844514.00224528,39540105.88787761
2020-12-26 00:00:00 UTC,0.48890023396794224,81921181.70888059,46326037.728869446
2020-12-27 00:00:00 UTC,0.47018952720689816,78791319.76314731,30092848.72440464
2020-12-28 00:00:00 UTC,0.47245692233372205,80359473.49734564,43812841.738227874
2020-12-29 00:00:00 UTC,0.49877188593434835,85174497.34084971,32647931.648226388
2020-12-30 00:00:00 UTC,0.47503243808927653,81055960.90184185,38147449.679015286
2020-12-31 00:00:00 UTC,0.5814993236158601,101018486.96703796,111636376.1607512
