snapped_at,price,market_cap,total_volume
2020-08-01 00:00:00 UTC,9.722410112328183e-10,0.0,1426169.4322662805
2020-08-02 00:00:00 UTC,9.722410112328183e-10,0.0,1426169.4322662805
2020-08-03 00:00:00 UTC,5.169501503379501e-10,0.0,177320.86516607585
2020-08-04 00:00:00 UTC,1.4713506008273048e-10,0.0,58977.66630603915
2020-08-05 00:00:00 UTC,1.6355672633740019e-10,0.0,18923.979547621515
2020-08-06 00:00:00 UTC,3.161970524614669e-10,0.0,37385.07581777098
2020-08-07 00:00:00 UTC,2.3303636103687723e-10,0.0,7544.5258217064165
2020-08-08 00:00:00 UTC,2.3175507238780673e-10,0.0,15823.498996478906
2020-08-09 00:00:00 UTC,2.659165115123636e-10,0.0,13647.466056899433
2020-08-10 00:00:00 UTC,2.3251240198421872e-10,0.0,4717.7671521730035
2020-08-11 00:00:00 UTC,1.8428138234208467e-10,0.0,5607.360542351438
2020-08-12 00:00:00 UTC,1.7025740903843935e-10,0.0,2837.602978586619
2020-08-13 00:00:00 UTC,1.4990050709228907e-10,0.0,1728.226739356077
2020-08-14 00:00:00 UTC,1.5410633332894325e-10,0.0,1890.904211897655
2020-08-15 00:00:00 UTC,1.848702429195037e-10,0.0,3519.7552797611957
2020-08-16 00:00:00 UTC,1.733649995234684e-10,0.0,1486.5178653531575
2020-08-17 00:00:00 UTC,1.7157836881401012e-10,0.0,503.51483535812383
2020-08-18 00:00:00 UTC,1.6671750801666332e-10,0.0,545.7792994054788
2020-08-19 00:00:00 UTC,1.6061676938624364e-10,0.0,154.37324751482396
2020-08-20 00:00:00 UTC,1.7555804099803846e-10,0.0,3861.5230698185624
2020-08-21 00:00:00 UTC,2.0081123823096103e-10,0.0,2201.9755286269788
2020-08-22 00:00:00 UTC,1.180870569200785e-10,0.0,3923.2414334312953
2020-08-23 00:00:00 UTC,1.1693876317478368e-10,0.0,8422.30807101245
2020-08-24 00:00:00 UTC,1.132174629716716e-10,0.0,774.3869750847977
2020-08-25 00:00:00 UTC,1.167072116884972e-10,0.0,31.877460539943197
2020-08-26 00:00:00 UTC,1.0648505537810592e-10,0.0,368.19148975018146
2020-08-27 00:00:00 UTC,1.0127193381597449e-10,0.0,576.2163403152141
2020-08-28 00:00:00 UTC,8.23866675439413e-11,0.0,2202.3077184589156
2020-08-29 00:00:00 UTC,1.2255097340984004e-10,0.0,8720.867250230887
2020-08-30 00:00:00 UTC,1.3383207788704623e-10,0.0,4602.644575033709
2020-08-31 00:00:00 UTC,2.481405850639833e-10,0.0,42877.60390546873
2020-09-01 00:00:00 UTC,3.0285203311274753e-10,0.0,7112.1470504285435
2020-09-02 00:00:00 UTC,2.848676763822743e-10,0.0,14509.02446035758
2020-09-03 00:00:00 UTC,4.667180811866643e-10,0.0,80410.01140374817
2020-09-04 00:00:00 UTC,5.428842392779231e-10,0.0,81070.58270433873
2020-09-05 00:00:00 UTC,3.7321310230712357e-10,0.0,30175.600017873774
2020-09-06 00:00:00 UTC,1.5270942348483955e-10,0.0,7784.578158175332
2020-09-07 00:00:00 UTC,1.420118669774892e-10,0.0,14938.21631730466
2020-09-08 00:00:00 UTC,1.2441589885849314e-10,0.0,6019.691519994458
2020-09-09 00:00:00 UTC,1.3169632198951862e-10,0.0,4121.158575121775
2020-09-10 00:00:00 UTC,1.0348503039054112e-10,0.0,2559.15200961831
2020-09-11 00:00:00 UTC,1.1488241334002864e-10,0.0,671.9149195763229
2020-09-12 00:00:00 UTC,1.1461352897063954e-10,0.0,77.84259546525013
2020-09-13 00:00:00 UTC,1.1068389399478583e-10,0.0,702.0026765699747
2020-09-14 00:00:00 UTC,1.0782405765835382e-10,0.0,693.4523888423893
2020-09-15 00:00:00 UTC,1.0150106140585757e-10,0.0,848.1360903798692
2020-09-16 00:00:00 UTC,1.0130367096463152e-10,0.0,434.22500357958006
2020-09-17 00:00:00 UTC,1.0029068410524864e-10,0.0,100.29068410524864
2020-09-18 00:00:00 UTC,1.2339775617001897e-10,0.0,1402.431834870766
2020-09-19 00:00:00 UTC,1.1916458774402034e-10,0.0,290.0094617127384
2020-09-20 00:00:00 UTC,1.6719707823987497e-10,0.0,4163.881675020383
2020-09-21 00:00:00 UTC,1.3182710652127435e-10,0.0,2584.7277968599856
2020-09-22 00:00:00 UTC,1.2317707265973625e-10,0.0,1794.1018029651218
2020-09-23 00:00:00 UTC,1.1820287504330084e-10,0.0,463.4210013295728
2020-09-24 00:00:00 UTC,1.066567641503863e-10,0.0,491.1424722229522
2020-09-25 00:00:00 UTC,1.17366054203629e-10,0.0,174.90750382322418
2020-09-26 00:00:00 UTC,1.1842092410854893e-10,0.0,209.75623999772588
2020-09-27 00:00:00 UTC,1.2009050833445461e-10,0.0,250.52397783398453
